term_str,n,n_chars,p,i,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,porter_stem,stem_snowball,stem_lancaster
court,162,5,0.00038289454091653606,11.350765288305709,NN,NN,2,"{'NN', 'VB'}",3,"{'NN', 'NNP', 'VB'}",0,court,court,court
courteous,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,courteou,courteous,court
courteously,1,11,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,courteous,courteous,court
courtesies,2,10,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,courtesi,courtesi,courtesy
courtesy,4,8,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,courtesi,courtesi,courtesy
courtiers,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,courtier,courtier,courty
courtroom,6,9,1.418127929320504e-05,16.105652790469176,NN,NN,1,{'NN'},2,"{'NN', 'NNP'}",0,courtroom,courtroom,courtroom
courtrooms,1,10,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,courtroom,courtroom,courtroom
courts,13,6,3.072610513527759e-05,14.99017557304924,NN,NN,2,"{'JJ', 'NN'}",3,"{'JJ', 'NN', 'NNS'}",0,court,court,court
courtyard,8,9,1.8908372390940054e-05,15.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,courtyard,courtyard,courtyard
courtyards,8,10,1.8908372390940054e-05,15.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,courtyard,courtyard,courtyard
covenant,1,8,2.3635465488675068e-06,18.690615291190333,NNP,NN,1,{'NN'},1,{'NNP'},0,coven,coven,cov
cover,23,5,5.4361570623952654e-05,14.167053335133321,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,cover,cover,cov
covered,57,7,0.00013472215328544788,12.857725277025592,VBN,VB,2,"{'JJ', 'VB'}",4,"{'JJ', 'VBN', 'VBD', 'VB'}",0,cover,cover,cov
covering,25,8,5.9088663721687664e-05,14.046759101415608,VBG,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,cover,cover,cov
coverlet,2,8,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,coverlet,coverlet,coverlet
covers,6,6,1.418127929320504e-05,16.105652790469176,NN,NN,2,"{'NN', 'VB'}",3,"{'VBZ', 'NN', 'NNS'}",0,cover,cover,cov
covert,1,6,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,covert,covert,covert
covertly,1,8,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,covertli,covert,covert
covetously,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,covet,covet,covet
covring,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,covr,covr,covr
cow,1,3,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,cow,cow,cow
coward,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,coward,coward,coward
cowardly,4,8,9.454186195470027e-06,16.690615291190333,VB,VB,4,"{'JJ', 'NN', 'VB', 'RB'}",4,"{'JJ', 'NN', 'VB', 'RB'}",0,cowardli,coward,coward
cowards,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,coward,coward,coward
cowered,1,7,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,cower,cower,cow
cowshed,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cowsh,cowsh,cowsh
coﬀee,13,5,3.072610513527759e-05,14.99017557304924,NN,NN,1,{'NN'},1,{'NN'},0,coﬀe,coﬀe,coﬀ
crack,16,5,3.781674478188011e-05,14.690615291190333,NN,NN,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,crack,crack,crack
cracked,6,7,1.418127929320504e-05,16.105652790469176,VBN,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,crack,crack,crack
cracking,7,8,1.6544825842072546e-05,15.88326036913273,VBG,VB,1,{'VB'},1,{'VBG'},0,crack,crack,crack
crackpot,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crackpot,crackpot,crackpot
cracks,2,6,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,crack,crack,crack
craftsman,2,9,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,craftsman,craftsman,craftsm
crafty,2,6,4.7270930977350136e-06,17.690615291190333,VB,VB,1,{'VB'},2,"{'VBZ', 'VB'}",0,crafti,crafti,crafty
cram,1,4,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,cram,cram,cram
crammed,6,7,1.418127929320504e-05,16.105652790469176,VBN,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,cram,cram,cram
cramped,6,7,1.418127929320504e-05,16.105652790469176,JJ,JJ,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,cramp,cramp,cramp
crane,1,5,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,crane,crane,cran
craned,2,6,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,crane,crane,cran
craning,3,7,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,crane,crane,cran
crank,2,5,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crank,crank,crank
crannies,1,8,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,cranni,cranni,cranny
crash,4,5,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crash,crash,crash
crashed,2,7,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,crash,crash,crash
crashing,3,8,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,crash,crash,crash
crate,15,5,3.54531982330126e-05,14.783724695581816,NN,NN,1,{'NN'},1,{'NN'},0,crate,crate,crat
crates,4,6,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,crate,crate,crat
cratically,1,10,2.3635465488675068e-06,18.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,cratic,cratic,crat
cravat,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cravat,cravat,crav
craved,1,6,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,crave,crave,crav
crawl,13,5,3.072610513527759e-05,14.99017557304924,VB,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,crawl,crawl,crawl
crawled,9,7,2.127191893980756e-05,15.520690289748021,VBD,VB,1,{'VB'},1,{'VBD'},0,crawl,crawl,crawl
crawling,6,8,1.418127929320504e-05,16.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,crawl,crawl,crawl
crayon,2,6,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crayon,crayon,crayon
crayons,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,crayon,crayon,crayon
crazed,1,6,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,craze,craze,craz
crazy,8,5,1.8908372390940054e-05,15.690615291190333,JJ,JJ,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBP'}",0,crazi,crazi,crazy
creaked,1,7,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,creak,creak,creak
creaking,1,8,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,creak,creak,creak
cream,3,5,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,cream,cream,cream
creased,4,7,9.454186195470027e-06,16.690615291190333,NN,NN,3,"{'JJ', 'NN', 'VB'}",3,"{'JJ', 'NN', 'VBN'}",0,creas,creas,creas
creases,2,7,4.7270930977350136e-06,17.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,creas,creas,creas
create,3,6,7.09063964660252e-06,17.105652790469176,VB,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,creat,creat,cre
created,10,7,2.3635465488675068e-05,15.368687196302972,VBD,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,creat,creat,cre
creates,1,7,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,creat,creat,cre
creating,1,8,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,creat,creat,cre
creation,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,creation,creation,cre
creature,9,8,2.127191893980756e-05,15.520690289748021,NN,NN,1,{'NN'},1,{'NN'},0,creatur,creatur,cre
creatures,10,9,2.3635465488675068e-05,15.368687196302972,NNS,NN,2,"{'JJ', 'NN'}",3,"{'JJ', 'NN', 'NNS'}",0,creatur,creatur,cre
credentials,1,11,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,credenti,credenti,cred
credible,3,8,7.09063964660252e-06,17.105652790469176,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,credibl,credibl,cred
credibly,2,8,4.7270930977350136e-06,17.690615291190333,RB,RB,1,{'RB'},1,{'RB'},0,credibl,credibl,cred
credit,6,6,1.418127929320504e-05,16.105652790469176,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,credit,credit,credit
creditable,2,10,4.7270930977350136e-06,17.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,credit,credit,credit
credithad,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,credithad,credithad,credithad
credulous,1,9,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,credul,credul,cred
creed,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,creed,creed,cree
creep,8,5,1.8908372390940054e-05,15.690615291190333,VBP,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,creep,creep,creep
creeping,2,8,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,creep,creep,creep
crept,9,5,2.127191893980756e-05,15.520690289748021,VBN,VB,2,"{'NN', 'VB'}",5,"{'VBN', 'VBD', 'VB', 'NN', 'VBP'}",0,crept,crept,crept
crest,1,5,2.3635465488675068e-06,18.690615291190333,JJS,JJ,1,{'JJ'},1,{'JJS'},0,crest,crest,crest
crew,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crew,crew,crew
cried,106,5,0.0002505359341799557,11.962694836627135,VBD,VB,3,"{'JJ', 'NN', 'VB'}",7,"{'JJ', 'VBN', 'VBD', 'VBZ', 'VB', 'NN', 'VBP'}",0,cri,cri,cri
cries,6,5,1.418127929320504e-05,16.105652790469176,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,cri,cri,cri
crime,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crime,crime,crim
criminal,7,8,1.6544825842072546e-05,15.88326036913273,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,crimin,crimin,crimin
cringed,1,7,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,cring,cring,cring
crippled,3,8,7.09063964660252e-06,17.105652790469176,VBN,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,crippl,crippl,crippl
cripples,1,8,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,crippl,crippl,crippl
crisp,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crisp,crisp,crisp
crisply,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crispli,crispli,crisply
criss,3,5,7.09063964660252e-06,17.105652790469176,JJ,JJ,1,{'JJ'},1,{'JJ'},0,criss,criss,criss
critical,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,critic,critic,crit
criticise,4,9,9.454186195470027e-06,16.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,criticis,criticis,crit
criticised,1,10,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,criticis,criticis,crit
criticism,3,9,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,critic,critic,crit
criticisms,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,critic,critic,crit
critters,1,8,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,critter,critter,crit
croaks,1,6,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,croak,croak,croak
crochet,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crochet,crochet,crochet
crockery,2,8,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crockeri,crockeri,crockery
cronies,1,7,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,croni,croni,crony
crook,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crook,crook,crook
crooked,7,7,1.6544825842072546e-05,15.88326036913273,VBD,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,crook,crook,crook
crooking,2,8,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,crook,crook,crook
crop,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crop,crop,crop
cross,47,5,0.00011108668779677281,13.136026439512696,NN,NN,4,"{'JJ', 'NN', 'VB', 'IN'}",8,"{'JJ', 'VBN', 'VBZ', 'VB', 'NN', 'NNP', 'VBP', 'IN'}",0,cross,cross,cross
crossed,30,7,7.09063964660252e-05,13.783724695581816,VBD,VB,2,"{'NN', 'VB'}",5,"{'VBN', 'VBD', 'NNS', 'NN', 'VBP'}",0,cross,cross,cross
crosses,3,7,7.09063964660252e-06,17.105652790469176,NNS,NN,1,{'NN'},1,{'NNS'},0,cross,cross,cross
crossing,13,8,3.072610513527759e-05,14.99017557304924,NN,NN,2,"{'NN', 'VB'}",3,"{'NN', 'NNS', 'VBG'}",0,cross,cross,cross
crossings,1,9,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,cross,cross,cross
crossly,6,7,1.418127929320504e-05,16.105652790469176,NN,NN,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,crossli,crossli,cross
crossroads,2,10,4.7270930977350136e-06,17.690615291190333,NNP,NN,1,{'NN'},2,"{'NN', 'NNP'}",0,crossroad,crossroad,crossroad
crossstreets,1,12,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crossstreet,crossstreet,crossstreet
crouched,5,8,1.1817732744337534e-05,16.36868719630297,VBD,VB,1,{'VB'},2,"{'VBD', 'VBP'}",0,crouch,crouch,crouch
crouching,4,9,9.454186195470027e-06,16.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,crouch,crouch,crouch
crowd,48,5,0.00011345023434564033,13.105652790469177,NN,NN,1,{'NN'},1,{'NN'},0,crowd,crowd,crowd
crowded,12,7,2.836255858641008e-05,15.105652790469177,VBD,VB,2,"{'JJ', 'VB'}",3,"{'JJ', 'VBN', 'VBD'}",0,crowd,crowd,crowd
crowding,3,8,7.09063964660252e-06,17.105652790469176,VBG,VB,1,{'VB'},1,{'VBG'},0,crowd,crowd,crowd
crowds,8,6,1.8908372390940054e-05,15.690615291190333,NN,NN,1,{'NN'},3,"{'NN', 'NNP', 'NNS'}",0,crowd,crowd,crowd
crowing,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crow,crow,crow
crown,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crown,crown,crown
crowned,1,7,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,crown,crown,crown
crows,1,5,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,crow,crow,crow
crucial,14,7,3.308965168414509e-05,14.88326036913273,JJ,JJ,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBZ'}",0,crucial,crucial,cruc
crude,5,5,1.1817732744337534e-05,16.36868719630297,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,crude,crude,crud
cruel,2,5,4.7270930977350136e-06,17.690615291190333,VBP,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBP'}",0,cruel,cruel,cruel
cruelty,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cruelti,cruelti,cruel
crumb,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crumb,crumb,crumb
crumble,1,7,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,crumbl,crumbl,crumbl
crumbled,1,8,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,crumbl,crumbl,crumbl
crumbles,1,8,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,crumbl,crumbl,crumbl
crumbling,3,9,7.09063964660252e-06,17.105652790469176,VBG,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,crumbl,crumbl,crumbl
crumbs,2,6,4.7270930977350136e-06,17.690615291190333,VB,VB,2,"{'NN', 'VB'}",2,"{'VB', 'NNS'}",0,crumb,crumb,crumb
crumpled,2,8,4.7270930977350136e-06,17.690615291190333,VBD,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBD'}",0,crumpl,crumpl,crumpl
crumples,1,8,2.3635465488675068e-06,18.690615291190333,VBZ,VB,1,{'VB'},1,{'VBZ'},0,crumpl,crumpl,crumpl
crunch,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,crunch,crunch,crunch
crush,9,5,2.127191893980756e-05,15.520690289748021,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VB'}",0,crush,crush,crush
crushed,2,7,4.7270930977350136e-06,17.690615291190333,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,crush,crush,crush
crushing,2,8,4.7270930977350136e-06,17.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,crush,crush,crush
cry,33,3,7.799703611262772e-05,13.64622117183188,NN,NN,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,cri,cri,cry
crying,20,6,4.7270930977350136e-05,14.368687196302972,VBG,VB,3,"{'JJ', 'NN', 'VB'}",6,"{'JJ', 'VBD', 'VB', 'NN', 'VBP', 'VBG'}",0,cri,cri,cry
crystal,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,crystal,crystal,cryst
cubicle,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cubicl,cubicl,cubic
cubicles,2,8,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cubicl,cubicl,cubic
cue,3,3,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,cue,cue,cue
cuirassiers,1,11,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,cuirassi,cuirassi,cuirassy
culmination,1,11,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,culmin,culmin,culmin
culpable,1,8,2.3635465488675068e-06,18.690615291190333,VBP,VB,1,{'VB'},1,{'VBP'},0,culpabl,culpabl,culp
cultivate,1,9,2.3635465488675068e-06,18.690615291190333,VB,VB,1,{'VB'},1,{'VB'},0,cultiv,cultiv,cult
cultivated,2,10,4.7270930977350136e-06,17.690615291190333,VBN,VB,2,"{'JJ', 'VB'}",2,"{'JJ', 'VBN'}",0,cultiv,cultiv,cult
cultural,1,8,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,cultur,cultur,cult
cum,1,3,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cum,cum,cum
cumbersome,1,10,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cumbersom,cumbersom,cumbersom
cunning,10,7,2.3635465488675068e-05,15.368687196302972,NN,NN,2,"{'NN', 'VB'}",2,"{'NN', 'VBG'}",0,cun,cun,cun
cunningly,2,9,4.7270930977350136e-06,17.690615291190333,NNP,NN,1,{'NN'},2,"{'NNP', 'NNS'}",0,cunningli,cun,cun
cup,10,3,2.3635465488675068e-05,15.368687196302972,NN,NN,1,{'NN'},1,{'NN'},0,cup,cup,cup
cupboard,20,8,4.7270930977350136e-05,14.368687196302972,NN,NN,1,{'NN'},1,{'NN'},0,cupboard,cupboard,cupboard
cupboards,1,9,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,cupboard,cupboard,cupboard
cupped,1,6,2.3635465488675068e-06,18.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,cup,cup,cup
cupping,1,7,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,cup,cup,cup
cure,1,4,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cure,cure,cur
cured,3,5,7.09063964660252e-06,17.105652790469176,VBN,VB,1,{'VB'},1,{'VBN'},0,cure,cure,cur
cures,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cure,cure,cur
curiosity,21,9,4.963447752621764e-05,14.298297868411574,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,curios,curios,curios
curious,12,7,2.836255858641008e-05,15.105652790469177,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,curiou,curious,cury
curiously,7,9,1.6544825842072546e-05,15.88326036913273,RB,RB,2,"{'NN', 'RB'}",2,"{'NNP', 'RB'}",0,curious,curious,cury
curl,2,4,4.7270930977350136e-06,17.690615291190333,VB,VB,1,{'VB'},2,"{'VB', 'VBP'}",0,curl,curl,curl
curled,5,6,1.1817732744337534e-05,16.36868719630297,VBD,VB,1,{'VB'},2,"{'VBN', 'VBD'}",0,curl,curl,curl
curlingtongs,1,12,2.3635465488675068e-06,18.690615291190333,NNS,NN,1,{'NN'},1,{'NNS'},0,curlingtong,curlingtong,curlingtong
curls,4,5,9.454186195470027e-06,16.690615291190333,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,curl,curl,curl
currency,1,8,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,currenc,currenc,cur
current,6,7,1.418127929320504e-05,16.105652790469176,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,current,current,cur
currently,3,9,7.09063964660252e-06,17.105652790469176,RB,RB,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,current,current,cur
curse,7,5,1.6544825842072546e-05,15.88326036913273,NN,NN,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBP'}",0,curs,curs,curs
cursed,4,6,9.454186195470027e-06,16.690615291190333,VBD,VB,1,{'VB'},1,{'VBD'},0,curs,curs,curs
curses,3,6,7.09063964660252e-06,17.105652790469176,VBZ,VB,2,"{'NN', 'VB'}",2,"{'VBZ', 'NNS'}",0,curs,curs,curs
cursing,7,7,1.6544825842072546e-05,15.88326036913273,NN,VB,2,"{'NN', 'VB'}",3,"{'NN', 'VB', 'VBG'}",0,curs,curs,curs
cursory,2,7,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,cursori,cursori,curs
curt,5,4,1.1817732744337534e-05,16.36868719630297,NN,NN,1,{'NN'},1,{'NN'},0,curt,curt,curt
curtail,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,curtail,curtail,curtail
curtain,25,7,5.9088663721687664e-05,14.046759101415608,NN,NN,1,{'NN'},1,{'NN'},0,curtain,curtain,curtain
curtained,1,9,2.3635465488675068e-06,18.690615291190333,VBN,VB,1,{'VB'},1,{'VBN'},0,curtain,curtain,curtain
curtains,15,8,3.54531982330126e-05,14.783724695581816,NNS,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,curtain,curtain,curtain
curtly,3,6,7.09063964660252e-06,17.105652790469176,NN,NN,2,"{'NN', 'RB'}",2,"{'NN', 'RB'}",0,curtli,curt,curt
curtsey,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,curtsey,curtsey,curtsey
curvature,1,9,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,curvatur,curvatur,curv
curve,1,5,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,curv,curv,curv
curved,2,6,4.7270930977350136e-06,17.690615291190333,VBD,VB,2,"{'NN', 'VB'}",2,"{'NN', 'VBD'}",0,curv,curv,curv
curves,1,6,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,curv,curv,curv
curving,1,7,2.3635465488675068e-06,18.690615291190333,VBG,VB,1,{'VB'},1,{'VBG'},0,curv,curv,curv
cushion,6,7,1.418127929320504e-05,16.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,cushion,cushion,cush
cushioned,1,9,2.3635465488675068e-06,18.690615291190333,JJ,JJ,1,{'JJ'},1,{'JJ'},0,cushion,cushion,cush
cushions,3,8,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,cushion,cushion,cush
custody,1,7,2.3635465488675068e-06,18.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,custodi,custodi,custody
custom,3,6,7.09063964660252e-06,17.105652790469176,NN,NN,1,{'NN'},1,{'NN'},0,custom,custom,custom
customary,3,9,7.09063964660252e-06,17.105652790469176,JJ,JJ,2,"{'JJ', 'NN'}",2,"{'JJ', 'NN'}",0,customari,customari,custom
customer,2,8,4.7270930977350136e-06,17.690615291190333,NN,NN,1,{'NN'},1,{'NN'},0,custom,custom,custom
customers,10,9,2.3635465488675068e-05,15.368687196302972,NN,NN,1,{'NN'},2,"{'NN', 'NNS'}",0,custom,custom,custom
